PNM ID,Last Name,First Name,Major,Minor,Year,Hometown,Hobbies,College Involvement,High School Involvement
177,Lewis,Corrina,Business Analytics,Ethics,Freshman,"Nashville, TN","Meal Prepping, Painting","Language Exchange Club, Entrepreneurship Club",National Honor Society
178,Wilson,Siyona,Italian,Health Policy,Freshman,"Denver, CO","Chess, Surfing","Daily Collegian, Student Programming Association",Student Government President
179,Singh,Stella,International Studies,Chinese,Freshman,"San Antonio, TX","Thrifting, Fashion Styling, Blog Writing","TV/Media Club, Public Health Club, Public Speaking Club",National Honor Society
180,Ivanova,Naomi,Statistics,Ethics,Freshman,"Louisville, KY","Thrifting, Surfing","Wellness Club, Professional Development Club, Women in Business",National Honor Society
181,Reynolds,Fatima,Human Development and Family Studies,French,Freshman,"Fresno, CA","Watercolor, Paddleboarding, Chess","Campus Cultural Org, Daily Collegian, Research Lab Assistant",National Honor Society
182,Singh,Corrina,Economics,International Studies,Junior,"Memphis, TN","Choir Singing, Videography","DEI Council, Outing Club, Community Outreach Club","Cheerleading Captain, Project Lead"
183,Morrison,Audrey,Marketing,Global Studies,Sophomore,"Madison, WI","Baking, Choir Singing","Professional Development Club, International Affairs Club, UX Design Club","National Honor Society, Project Lead"
184,Miller,Noor,Spanish,International Studies,Freshman,"Providence, RI","Pilates Reformer, Poetry, Houseplant Collecting","Pre-Law Society, Accounting Society, THON Committee","Cheerleading Captain, Dance Team, Student Government President"
185,Kaur,Blair,Finance,Philosophy,Sophomore,"Columbus, OH","Vintage Collecting, Pilates, Yoga","Language Exchange Club, Club Lacrosse","Team Captain, Treasurer"
186,Jackson,Aria,Finance,German,Freshman,"Atlanta, GA","Sustainability Projects, Digital Illustration","Volunteer Tutoring, Product Management Club",National Honor Society
187,Nagiub,Nina,Microbiology,Economics,Freshman,"Phoenix, AZ","Swimming, Podcast Hosting","Film Club, Debate Society",National Honor Society
188,Clark,Olivia,History,Journalism,Freshman,"New Haven, CT","Painting, Digital Illustration","Sustainability Club, Supply Chain Association",National Honor Society
189,Garcia,Fatima,Sustainability Studies,International Relations,Freshman,"Hoboken, NJ","Gardening, Gaming","Honors Society, Volunteer Tutoring",National Honor Society
190,Williams,Nina,Art History,Psychology,Freshman,"Cambridge, MA","Ukulele, Audio Editing","Pre-Health Society, International Affairs Club, Women in Business",National Honor Society
191,Anderson,Willow,Electrical Engineering,French,Freshman,"Greenwich, CT","Blog Writing, Houseplant Collecting","THON Committee, Photography Club, IEEE Member",National Honor Society
192,Jones,Lauren,Business Analytics,Environmental Studies,Junior,"Phoenixville, PA","Podcast Hosting, Barre","Honors Society, Orientation Leader Program","Committee Lead, Project Lead"
193,Rosen,Zara,Special Education,Communication Arts,Freshman,"Bend, OR","Gardening, Baking, Videography","Investment Club, Habitat for Humanity",National Honor Society
194,Castillo,Ava,Interior Design,Studio Art,Sophomore,"Morgantown, WV","Film Photography, Strength Training","Public Health Club, Makers Club",Treasurer
195,Whitaker,Evelyn,Data Science,Political Science,Freshman,"Cleveland, OH","Guitar, Sewing, Embroidery","Case Competition Team, Student Programming Association, Supply Chain Association",National Honor Society
196,Jackson,Aurora,Chinese,Cybersecurity,Freshman,"Irvine, CA","Barre, Blog Writing, Poetry","Marketing Association, Community Outreach Club, Campus Radio",National Honor Society
197,Alvarez,Mia,History,Health Policy,Freshman,"Harrisburg, PA","Yoga, Journaling","Supply Chain Association, Student Programming Association",National Honor Society
198,Ahmed,Sage,Journalism,Studio Art,Sophomore,"Jacksonville, FL","Embroidery, Barre","Accounting Society, Habitat for Humanity, Content Creators Club",National Honor Society
199,Chen,Anya,Chemical Engineering,Sustainability,Sophomore,"Miami, FL","Strength Training, Ukulele","AIChE Member, Marketing Association",Team Captain
200,Miller,Anika,Public Policy,Ethics,Sophomore,"Raleigh, NC","Hiking, Pickleball","Debate Society, Professional Development Club",Team Captain
201,Mehta,Isabella,Criminology,Legal Studies,Junior,"Fort Wayne, IN","Dance, Pilates","Debate Society, Consulting Club",Team Captain
202,Miller,Noor,Biochemistry,Economics,Freshman,"Madison, WI","Podcast Hosting, Choir Singing","Data Science Club, Campus Cultural Org",National Honor Society
203,Anderson,Sage,Art History,Sustainability,Freshman,"Hershey, PA","Swimming, Fashion Styling","Public Health Club, Residence Hall Association, Orientation Leader Program",National Honor Society
204,Murphy,Yasmin,Interior Design,Sustainability,Freshman,"New York, NY","Cooking, Crocheting","Business Fraternity, Mock Trial, Pre-Law Society",Cheerleading Captain
205,Reynolds,Audrey,Energy Engineering,Communication Arts,Freshman,"Chattanooga, TN","Embroidery, Meal Prepping","Product Management Club, Makers Club",National Honor Society
206,Wright,Elena,Biomedical Engineering,Spanish,Freshman,"Minneapolis, MN","Gaming, Houseplant Collecting","Community Outreach Club, Design Club, Consulting Club",National Honor Society
207,Lee,Harper,Microbiology,International Studies,Freshman,"Fort Worth, TX","Cooking, Pickleball","Makers Club, Mock Trial, UX Design Club",National Honor Society
208,O'Connor,Zoey,Digital Media,Arabic,Freshman,"Hoboken, NJ","Gardening, Film Photography","Consulting Club, Daily Collegian, Hackathon Org",National Honor Society
209,Moore,Aria,Chinese,French,Freshman,"Oakland, CA","Urban Sketching, Sewing","Accounting Society, Daily Collegian, Photography Club",National Honor Society
210,Lopez,Beatrix,Art History,Spanish,Freshman,"Savannah, GA","Crocheting, Journaling","Marketing Association, Club Lacrosse, Urban Sketching Club",National Honor Society
211,Chowdhury,Corrina,Biomedical Engineering,Spanish,Freshman,"Oak Park, IL","Pickleball, Surfing","Orientation Leader Program, Case Competition Team",National Honor Society
212,Santos,Abigail,International Politics,Energy Business,Freshman,"Wilmington, DE","Yoga, Strength Training","Honors Society, Design Club",National Honor Society
213,Miller,Aria,Finance,International Studies,Sophomore,"Tallahassee, FL","Trail Running, Baking","Pre-Law Society, Sustainability Club, Club Volleyball","Treasurer, Project Lead"
214,Anderson,Amelia,Environmental Science,German,Freshman,"Princeton, NJ","Volleyball, Reading, Sewing","TV/Media Club, Language Exchange Club, Investment Club",National Honor Society
215,Davis,Quinn,Architecture,Psychology,Freshman,"Pittsburgh, PA","Volleyball, Choir Singing, Calligraphy","Art Club, Orientation Leader Program, Museum/Archives Club",National Honor Society
216,Miller,Olivia,Philosophy,Digital Media,Junior,"Montclair, NJ","Skiing, Dance, Strength Training","Language Exchange Club, Museum/Archives Club, Pre-Law Society","Treasurer, Lacrosse Captain"
217,Parker,Brooke,Broadcast Journalism,Economics,Sophomore,"King of Prussia, PA","Creative Writing, Sudoku","Student Programming Association, Hackathon Org",Team Captain
218,Alvarez,Stella,Supply Chain,Art History,Freshman,"Lancaster, PA","Trail Running, Painting","Community Outreach Club, THON Committee",National Honor Society
219,Smirnov,Sophia,Environmental Science,Environmental Studies,Sophomore,"St. Louis, MO","Cooking, Audio Editing, Skiing","Residence Hall Association, Habitat for Humanity",Committee Lead
220,Taylor,Lily,Global and International Studies,Italian,Freshman,"Chattanooga, TN","Rock Climbing, Pilates","Public Speaking Club, Film Club",National Honor Society
221,Reynolds,Willow,Chemistry,Public Policy,Freshman,"Virginia Beach, VA","Houseplant Collecting, Vlogging","Campus Radio, Public Health Club",National Honor Society
222,Reynolds,Lauren,Nutritional Sciences,Political Science,Freshman,"Evanston, IL","Meal Prepping, Creative Writing","Entrepreneurship Club, Daily Collegian",National Honor Society
223,Sullivan,Emma,Sustainability Studies,Legal Studies,Freshman,"Fresno, CA","Ukulele, Pilates","Intramural Soccer, Photography Club",National Honor Society
224,Carter,Freya,Industrial Engineering,Health Policy,Freshman,"Seattle, WA","Gaming, Pilates Reformer, Gardening","Habitat for Humanity, Wellness Club",Student Government President
225,Carter,Aaliyah,Public Policy,Sociology,Sophomore,"Wilmington, NC","Tennis, Sudoku","Volunteer Tutoring, Hackathon Org","Treasurer, Team Captain"
226,Henderson,Zara,Management,Sociology,Freshman,"Santa Barbara, CA","Pickleball, Rock Climbing","Club Lacrosse, Habitat for Humanity, Intramural Soccer",National Honor Society
227,Wilson,Priya,Astronomy,Data Science,Freshman,"Saint Paul, MN","Gardening, Audio Editing","DEI Council, Hackathon Org, Research Lab Assistant",National Honor Society
228,Chowdhury,Juliet,Cybersecurity,Digital Media,Sophomore,"Orlando, FL","Videography, Surfing","Intramural Soccer, Campus Cultural Org",Project Lead
229,Lee,Sage,Public Relations,Graphic Design,Freshman,"Worcester, MA","Creative Writing, Bread Making","Mock Trial, TV/Media Club",National Honor Society
230,Mehta,Riya,Education,Psychology,Sophomore,"Spokane, WA","Trail Running, Meal Prepping, Coffee Brewing","Community Outreach Club, Consulting Club",Project Lead
231,Martinez,Penelope,Health Policy,Sustainability,Freshman,"Brooklyn, NY","Trail Running, Film Photography, Digital Illustration","Museum/Archives Club, Daily Collegian",National Honor Society
232,Patel,Hazel,Microbiology,Chinese,Freshman,"King of Prussia, PA","Kayaking, Choir Singing","Case Competition Team, Campus Cultural Org","National Honor Society, Cheerleading Captain"
233,Whitaker,Leila,Finance,Political Science,Freshman,"State College, PA","Photo Editing, Audio Editing","Mock Trial, DEI Council",National Honor Society
234,Hassan,Nora,Physics,German,Freshman,"Paris, FR","Podcast Hosting, Rock Climbing","Content Creators Club, Campus Cultural Org",National Honor Society
235,Clark,Ava,Environmental Science,Arabic,Freshman,"Atlanta, GA","Sustainability Projects, Chess","Business Fraternity, Research Lab Assistant, Residence Hall Association",National Honor Society
236,Brooks,Beatrix,French,German,Freshman,"Fort Wayne, IN","Urban Sketching, Thrifting","Art Club, Mock Trial",National Honor Society
237,Brown,Riya,Landscape Architecture,Criminology,Sophomore,"Sacramento, CA","Vlogging, Rock Climbing","Student Government, Pre-Law Society","Treasurer, Committee Lead"
238,Brown,Stella,Interior Design,Graphic Design,Sophomore,"Huntsville, AL","Photo Editing, Podcast Hosting","Makers Club, Public Health Club",National Honor Society
239,Wright,Vivian,Chinese,Global Studies,Freshman,"Hoboken, NJ","Coffee Brewing, Oil Painting","Public Speaking Club, Makers Club",National Honor Society
240,Miller,Lily,Art History,Computer Science,Freshman,"Atlanta, GA","Vintage Collecting, Fashion Styling","Design Club, Club Volleyball",National Honor Society
241,Jackson,Anya,Special Education,Environmental Studies,Freshman,"Reading, PA","Coffee Brewing, Sudoku, Digital Illustration","Accounting Society, Wellness Club",National Honor Society
242,Williams,Quinn,Finance,Economics,Freshman,"Fresno, CA","Cooking, Barre","Accounting Society, Entrepreneurship Club","Cross Country, Student Government President, Choir"
243,Lewis,Sydney,International Politics,Criminology,Sophomore,"Saint Paul, MN","Photography, Sudoku","Peer Mentor Program, Mock Trial",Treasurer
244,Jones,Isla,Kinesiology,Italian,Sophomore,"Paris, FR","Audio Editing, Pilates","Habitat for Humanity, Museum/Archives Club, Intramural Soccer","Team Captain, National Honor Society"
245,Wright,Lily,Broadcast Journalism,Environmental Studies,Sophomore,"Virginia Beach, VA","Gaming, Houseplant Collecting, Hiking","Hackathon Org, DEI Council","National Honor Society, Committee Lead"
246,Moore,Isabella,German,Entrepreneurship,Freshman,"Stamford, CT","Coffee Brewing, Audio Editing","Club Lacrosse, Case Competition Team",National Honor Society
247,Chen,Lily,French,International Relations,Freshman,"Scottsdale, AZ","Film Photography, Hiking","Debate Society, Community Outreach Club",National Honor Society
248,Friedman,Olivia,Neuroscience,Italian,Freshman,"Houston, TX","Photo Editing, Poetry","Habitat for Humanity, Outing Club",National Honor Society
249,Jackson,Mia,Neuroscience,Data Science,Freshman,"Rochester, NY","Sustainability Projects, Cooking, Oil Painting","Makers Club, Museum/Archives Club",National Honor Society
250,Henderson,Anya,Education,Sustainability,Freshman,"Naperville, IL","Kayaking, Journaling, Crocheting","DEI Council, Outing Club",National Honor Society
251,Patel,Isabella,Secondary Education,Environmental Studies,Sophomore,"Des Moines, IA","Gardening, Urban Sketching","Museum/Archives Club, Student Government",Team Captain
252,Lee,Naomi,Chemical Engineering,Italian,Freshman,"Harrisburg, PA","Paddleboarding, Gaming, Guitar","Art Club, Pre-Law Society, Professional Development Club",National Honor Society
253,Ali,Mariam,Sustainability Studies,Journalism,Freshman,"Sacramento, CA","Pilates, Hiking, Sustainability Projects","Content Creators Club, Campus Radio",National Honor Society
254,Miller,Penelope,Electrical Engineering,Health Policy,Freshman,"Chicago, IL","Embroidery, Film Photography","Daily Collegian, Data Science Club",National Honor Society
255,Goldberg,Sloane,Psychology,Graphic Design,Freshman,"Sacramento, CA","Hiking, Embroidery, Strength Training","Language Exchange Club, Campus Cultural Org, Accounting Society",National Honor Society
256,Ahmed,Noor,Studio Art,Philosophy,Sophomore,"Toronto, ON","Chess, Composting","Pre-Law Society, UX Design Club",Treasurer
257,SigmundJohnson,Sydney,Architecture,Ethics,Freshman,"Stamford, CT","Snowboarding, Cooking","Sustainability Club, Outing Club",Cheerleading Captain
258,Anderson,Nora,Applied Mathematics,Public Policy,Sophomore,"Stamford, CT","Yoga, Pickleball","Outing Club, DEI Council, Design Club","National Honor Society, Committee Lead"
259,Goldberg,Maya,Chinese,Computer Science,Freshman,"St. Louis, MO","Journaling, Pickleball, Songwriting","Pre-Law Society, Art Club",National Honor Society
260,Rosen,Cecilia,Secondary Education,French,Freshman,"Columbus, OH","Creative Writing, Crocheting","Residence Hall Association, Data Science Club",National Honor Society
261,Martinez,Leah,Architecture,Digital Media,Sophomore,"Staten Island, NY","Sustainability Projects, Pilates Reformer, Dance","Campus Radio, Content Creators Club","National Honor Society, Team Captain"
262,Petrov,Scarlett,Special Education,Mathematics,Freshman,"Scranton, PA","Baking, Pilates","Education Society, Honors Society, Women in Business",National Honor Society
